EXTERNAL/TSAI:  VERSION OF 8/8/96

RUNPLAN for CLAS hadronization experiment                               
 inclusive:                                                             
                                                                        
CLAS TIN                                                                
                                                                        

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = ( 50,119);   avgA = 119.000; amuM=118.891; avgM=110.747
 targ= ordina; ttarg(rl)=0.02345; twall=0.00129; tbeam=0.00264; tspec=0.00000
         Nseg  =   2
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 1
   9.871  0.818  1.11   22.32  -68.47   44.28    0.00  -24.18 1.115E+05

  10.540  5.859  1.08   15.89  -62.52   47.24    0.00  -15.29  2.986
   9.834  0.817  1.12   21.54  -67.38   43.26    0.00  -24.12 8.949E+04

  10.540  6.029  1.14   15.32  -61.16   45.95    0.00  -15.21  3.013
   9.795  0.817  1.14   20.78  -66.20   42.20    0.00  -24.00 7.167E+04

  10.540  6.205  1.20   14.75  -59.85   44.57    0.00  -15.27  3.035
   9.754  0.817  1.15   20.03  -65.04   41.04    0.00  -24.00 5.734E+04

  10.540  6.387  1.27   14.22  -58.45   43.19    0.00  -15.25  3.051
   9.711  0.817  1.17   19.32  -63.81   39.88    0.00  -23.93 4.576E+04

  10.540  6.575  1.34   13.62  -56.80   41.64    0.00  -15.15  3.070
   9.665  0.816  1.18   18.53  -62.36   38.56    0.00  -23.80 3.647E+04

  10.540  6.770  1.41   13.07  -55.19   40.11    0.00  -15.09  3.081
   9.617  0.816  1.20   17.79  -60.94   37.24    0.00  -23.70 2.902E+04

  10.540  6.971  1.49   12.48  -53.50   38.42    0.00  -15.08  3.091
   9.566  0.816  1.22   17.01  -59.43   35.77    0.00  -23.66 2.308E+04

  10.540  7.180  1.57   11.87  -51.75   36.62    0.00  -15.13  3.099
   9.512  0.815  1.24   16.19  -57.86   34.20    0.00  -23.66 1.836E+04

  10.540  7.396  1.66   11.26  -49.94   34.78    0.00  -15.16  3.103
   9.455  0.814  1.26   15.36  -56.23   32.58    0.00  -23.66 1.459E+04

  10.540  7.620  1.75   10.72  -48.24   33.07    0.00  -15.18  3.097
   9.396  0.815  1.28   14.65  -54.70   31.05    0.00  -23.65 1.156E+04

  10.540  7.853  1.85   10.13  -46.49   31.17    0.00  -15.32  3.091
   9.333  0.815  1.30   13.85  -53.11   29.36    0.00  -23.75 9.175E+03

  10.540  8.094  1.95    9.51  -44.51   29.22    0.00  -15.29  3.085
   9.266  0.814  1.33   13.02  -51.31   27.61    0.00  -23.71 7.280E+03

  10.540  8.345  2.05    8.93  -42.59   27.32    0.00  -15.27  3.072
   9.196  0.814  1.35   12.24  -49.56   25.89    0.00  -23.68 5.775E+03

  10.540  8.605  2.16    8.34  -40.77   25.36    0.00  -15.41  3.057
   9.122  0.814  1.38   11.43  -47.89   24.10    0.00  -23.79 4.589E+03

  10.540  8.876  2.28    7.75  -38.98   23.42    0.00  -15.56  3.038
   9.044  0.813  1.40   10.64  -46.25   22.33    0.00  -23.92 3.650E+03

  10.540  9.158  2.41    7.18  -37.13   21.55    0.00  -15.58  3.016
   8.962  0.813  1.43    9.87  -44.54   20.60    0.00  -23.94 2.902E+03

  10.540  9.452  2.54    6.60  -35.36   19.65    0.00  -15.71  2.994
   8.875  0.813  1.46    9.08  -42.90   18.85    0.00  -24.05 2.314E+03

  10.540  9.759  2.68    6.07  -33.69   17.89    0.00  -15.81  2.966
   8.784  0.813  1.50    8.35  -41.34   17.21    0.00  -24.14 1.844E+03

  10.540 10.078  2.83    5.53  -32.01   16.14    0.00  -15.86  2.939
   8.687  0.813  1.53    7.62  -39.75   15.58    0.00  -24.17 1.472E+03

  10.540 10.413  2.98    5.02  -30.43   14.51    0.00  -15.91  2.910
   8.585  0.812  1.57    6.93  -38.26   14.05    0.00  -24.21 1.174E+03

  10.540 10.762  3.14    4.56  -28.93   13.02    0.00  -15.90  2.878
   8.478  0.812  1.61    6.30  -36.83   12.65    0.00  -24.18 9.355E+02

  10.540 11.129  3.32    4.13  -27.58   11.64    0.00  -15.93  2.845
   8.365  0.812  1.65    5.71  -35.51   11.35    0.00  -24.17 7.445E+02

  10.540 11.513  3.50    3.71  -26.26   10.34    0.00  -15.93  2.811
   8.245  0.812  1.69    5.14  -34.22   10.11    0.00  -24.12 5.933E+02

  10.540 11.917  3.69    3.34  -25.06    9.17    0.00  -15.89  2.775
   8.119  0.812  1.74    4.63  -33.03    9.00    0.00  -24.03 4.711E+02

  10.540 12.341  3.89    3.00  -23.95    8.13    0.00  -15.82  2.739
   7.986  0.812  1.78    4.17  -31.91    8.00    0.00  -23.90 3.730E+02

  10.540 12.789  4.10    2.70  -22.91    7.20    0.00  -15.70  2.701
   7.846  0.812  1.83    3.76  -30.84    7.12    0.00  -23.72 2.942E+02

  10.540 13.262  4.33    2.43  -21.92    6.37    0.00  -15.56  2.662
   7.698  0.811  1.89    3.38  -29.81    6.31    0.00  -23.50 2.315E+02

  10.540 13.763  4.56    2.18  -21.03    5.63    0.00  -15.40  2.622
   7.542  0.811  1.94    3.04  -28.86    5.60    0.00  -23.26 1.813E+02

  10.540 14.293  4.81    1.97  -20.21    4.98    0.00  -15.23  2.581
   7.378  0.811  2.00    2.74  -27.98    4.97    0.00  -23.01 1.414E+02

  10.540 14.858  5.08    1.77  -19.45    4.38    0.00  -15.07  2.538
   7.204  0.811  2.06    2.47  -27.14    4.40    0.00  -22.74 1.101E+02

  10.540 15.461  5.36    1.59  -18.76    3.87    0.00  -14.89  2.493
   7.021  0.811  2.13    2.23  -26.36    3.90    0.00  -22.47 8.528E+01

  10.540 16.105  5.65    1.44  -18.10    3.41    0.00  -14.70  2.446
   6.828  0.811  2.20    2.01  -25.62    3.45    0.00  -22.17 6.586E+01

  10.540 16.797  5.96    1.30  -17.53    3.00    0.00  -14.53  2.397
   6.625  0.811  2.27    1.82  -24.95    3.05    0.00  -21.90 5.065E+01

  10.540 17.543  6.28    1.17  -16.96    2.63    0.00  -14.33  2.344
   6.410  0.811  2.35    1.64  -24.28    2.69    0.00  -21.59 3.894E+01

  10.540 18.350  6.63    1.06  -16.46    2.31    0.00  -14.15  2.287
   6.184  0.811  2.43    1.49  -23.68    2.37    0.00  -21.31 2.982E+01

  10.540 19.228  6.99    0.97  -15.98    2.01    0.00  -13.97  2.226
   5.945  0.811  2.51    1.35  -23.10    2.08    0.00  -21.02 2.284E+01

  10.540 20.190  7.37    0.88  -15.53    1.75    0.00  -13.78  2.159
   5.693  0.811  2.60    1.22  -22.54    1.82    0.00  -20.71 1.745E+01

  10.540 21.248  7.78    0.80  -15.11    1.52    0.00  -13.60  2.086
   5.427  0.811  2.70    1.12  -22.00    1.59    0.00  -20.41 1.333E+01

  10.540 22.423  8.20    0.74  -14.70    1.32    0.00  -13.39  2.005
   5.147  0.811  2.80    1.02  -21.47    1.39    0.00  -20.08 1.015E+01

  10.540 23.737  8.65    0.68  -14.28    1.13    0.00  -13.15  1.915
   4.851  0.810  2.91    0.94  -20.92    1.21    0.00  -19.71 7.732E+00

  10.540 25.225  9.13    0.64  -13.88    0.98    0.00  -12.89  1.817
   4.540  0.811  3.01    0.88  -20.38    1.06    0.00  -19.32 5.857E+00

  10.540 26.929  9.63    0.61  -13.51    0.85    0.00  -12.66  1.706
   4.211  0.810  3.13    0.83  -19.89    0.93    0.00  -18.96 4.435E+00

  10.540 28.911 10.15    0.59  -13.46    0.74    0.00  -12.72  1.585
   3.864  0.810  3.26    0.80  -19.82    0.82    0.00  -18.99 3.345E+00

  10.540 31.262 10.71    0.59  -15.30    0.65    0.00  -14.65  1.453
   3.498  0.810  3.39    0.79  -22.24    0.74    0.00  -21.50 2.509E+00

  10.540  5.689  1.03   18.82  -66.53   50.74    0.00  -15.80  2.710
   9.888  0.839  1.08   25.36  -70.89   46.03    0.00  -24.86 1.126E+05

  10.540  5.854  1.08   18.10  -65.49   49.71    0.00  -15.78  2.743
   9.852  0.839  1.09   24.46  -69.99   45.22    0.00  -24.78 9.015E+04

  10.540  6.023  1.14   17.60  -64.23   48.61    0.00  -15.62  2.775
   9.814  0.838  1.10   23.75  -68.91   44.33    0.00  -24.58 7.200E+04

  10.540  6.199  1.20   16.85  -62.84   47.25    0.00  -15.59  2.817
   9.773  0.837  1.12   22.77  -67.69   43.21    0.00  -24.48 5.746E+04

  10.540  6.380  1.27   16.27  -61.54   45.97    0.00  -15.57  2.838
   9.731  0.837  1.13   22.00  -66.56   42.14    0.00  -24.41 4.577E+04

  10.540  6.568  1.34   15.61  -60.07   44.51    0.00  -15.56  2.865
   9.686  0.836  1.14   21.12  -65.26   40.92    0.00  -24.34 3.640E+04

  10.540  6.762  1.41   15.00  -58.54   43.04    0.00  -15.50  2.883
   9.639  0.836  1.16   20.31  -63.92   39.67    0.00  -24.25 2.890E+04

  10.540  6.963  1.49   14.35  -56.88   41.45    0.00  -15.43  2.902
   9.589  0.835  1.17   19.45  -62.45   38.31    0.00  -24.13 2.291E+04

  10.540  7.171  1.57   13.75  -55.36   39.84    0.00  -15.51  2.910
   9.537  0.835  1.19   18.66  -61.09   36.92    0.00  -24.17 1.815E+04

  10.540  7.386  1.66   13.14  -53.68   38.16    0.00  -15.52  2.917
   9.482  0.835  1.21   17.84  -59.59   35.45    0.00  -24.14 1.436E+04

  10.540  7.609  1.75   12.45  -51.78   36.30    0.00  -15.48  2.929
   9.423  0.834  1.23   16.92  -57.88   33.82    0.00  -24.06 1.136E+04

  10.540  7.841  1.84   11.84  -50.04   34.50    0.00  -15.55  2.927
   9.362  0.835  1.25   16.10  -56.32   32.22    0.00  -24.10 8.975E+03

  10.540  8.081  1.95   11.19  -48.16   32.60    0.00  -15.55  2.927
   9.297  0.834  1.27   15.24  -54.61   30.54    0.00  -24.07 7.088E+03

  10.540  8.330  2.05   10.57  -46.32   30.71    0.00  -15.61  2.920
   9.229  0.834  1.29   14.40  -52.95   28.84    0.00  -24.11 5.598E+03

  10.540  8.589  2.16    9.86  -44.33   28.64    0.00  -15.69  2.917
   9.156  0.833  1.31   13.46  -51.14   26.98    0.00  -24.17 4.432E+03

  10.540  8.858  2.28    9.22  -42.45   26.68    0.00  -15.78  2.906
   9.080  0.833  1.34   12.60  -49.42   25.20    0.00  -24.22 3.504E+03

  10.540  9.139  2.41    8.59  -40.60   24.72    0.00  -15.88  2.892
   9.000  0.833  1.36   11.75  -47.72   23.42    0.00  -24.30 2.773E+03

  10.540  9.431  2.54    7.93  -38.63   22.72    0.00  -15.91  2.877
   8.915  0.833  1.39   10.86  -45.92   21.58    0.00  -24.34 2.200E+03

  10.540  9.735  2.68    7.33  -36.82   20.83    0.00  -15.99  2.858
   8.826  0.833  1.42   10.04  -44.24   19.84    0.00  -24.40 1.743E+03

  10.540 10.052  2.83    6.73  -35.03   18.98    0.00  -16.06  2.838
   8.732  0.833  1.45    9.23  -42.58   18.13    0.00  -24.45 1.383E+03

  10.540 10.384  2.98    6.12  -33.29   17.15    0.00  -16.15  2.818
   8.632  0.832  1.48    8.41  -40.95   16.43    0.00  -24.52 1.100E+03

  10.540 10.731  3.14    5.59  -31.68   15.52    0.00  -16.16  2.792
   8.528  0.833  1.51    7.69  -39.43   14.91    0.00  -24.51 8.718E+02

  10.540 11.094  3.32    5.06  -30.12   13.91    0.00  -16.21  2.768
   8.417  0.832  1.55    6.97  -37.94   13.41    0.00  -24.53 6.927E+02

  10.540 11.474  3.50    4.59  -28.72   12.48    0.00  -16.23  2.741
   8.301  0.832  1.58    6.33  -36.59   12.07    0.00  -24.52 5.486E+02

  10.540 11.874  3.69    4.14  -27.34   11.14    0.00  -16.19  2.713
   8.178  0.832  1.62    5.71  -35.24   10.80    0.00  -24.44 4.342E+02

  10.540 12.294  3.89    3.72  -26.05    9.91    0.00  -16.14  2.685
   8.048  0.832  1.67    5.15  -33.98    9.64    0.00  -24.34 3.432E+02

  10.540 12.736  4.10    3.35  -24.88    8.80    0.00  -16.08  2.656
   7.911  0.832  1.71    4.63  -32.80    8.59    0.00  -24.21 2.705E+02

  10.540 13.203  4.33    3.02  -23.78    7.82    0.00  -15.96  2.625
   7.767  0.832  1.76    4.18  -31.69    7.66    0.00  -24.02 2.122E+02

  10.540 13.697  4.56    2.71  -22.80    6.94    0.00  -15.86  2.593
   7.615  0.832  1.80    3.76  -30.67    6.82    0.00  -23.85 1.660E+02

  10.540 14.220  4.81    2.44  -21.87    6.14    0.00  -15.73  2.560
   7.454  0.831  1.86    3.38  -29.69    6.06    0.00  -23.63 1.295E+02

  10.540 14.775  5.08    2.20  -20.98    5.45    0.00  -15.54  2.526
   7.285  0.831  1.91    3.05  -28.75    5.39    0.00  -23.36 1.005E+02

  10.540 15.367  5.36    1.97  -20.20    4.81    0.00  -15.39  2.490
   7.106  0.831  1.97    2.75  -27.89    4.79    0.00  -23.11 7.781E+01

  10.540 16.000  5.65    1.78  -19.48    4.26    0.00  -15.22  2.452
   6.918  0.831  2.03    2.48  -27.10    4.25    0.00  -22.84 5.993E+01

  10.540 16.677  5.96    1.60  -18.82    3.75    0.00  -15.07  2.412
   6.719  0.831  2.09    2.23  -26.35    3.77    0.00  -22.58 4.612E+01

  10.540 17.407  6.28    1.45  -18.18    3.32    0.00  -14.86  2.369
   6.510  0.831  2.16    2.02  -25.62    3.34    0.00  -22.28 3.529E+01

  10.540 18.195  6.63    1.31  -17.64    2.91    0.00  -14.72  2.323
   6.289  0.831  2.23    1.82  -24.98    2.95    0.00  -22.03 2.699E+01

  10.540 19.050  6.99    1.18  -17.08    2.55    0.00  -14.53  2.273
   6.056  0.831  2.30    1.65  -24.34    2.60    0.00  -21.74 2.060E+01

  10.540 19.983  7.37    1.07  -16.57    2.23    0.00  -14.34  2.218
   5.810  0.831  2.38    1.49  -23.73    2.28    0.00  -21.44 1.571E+01

  10.540 21.008  7.78    0.97  -16.12    1.94    0.00  -14.18  2.158
   5.551  0.831  2.46    1.35  -23.17    2.00    0.00  -21.17 1.195E+01

  10.540 22.141  8.20    0.88  -15.65    1.68    0.00  -13.97  2.090
   5.277  0.831  2.55    1.22  -22.59    1.75    0.00  -20.84 9.105E+00

  10.540 23.404  8.65    0.80  -15.22    1.46    0.00  -13.76  2.014
   4.989  0.831  2.64    1.11  -22.04    1.52    0.00  -20.51 6.911E+00

  10.540 24.826  9.12    0.74  -14.79    1.25    0.00  -13.54  1.928
   4.684  0.830  2.74    1.02  -21.47    1.32    0.00  -20.15 5.259E+00

  10.540 26.445  9.63    0.68  -14.41    1.08    0.00  -13.33  1.833
   4.364  0.831  2.84    0.94  -20.98    1.15    0.00  -19.83 3.975E+00

  10.540 28.315 10.15    0.64  -14.28    0.93    0.00  -13.36  1.723
   4.025  0.830  2.95    0.88  -20.83    1.01    0.00  -19.82 3.011E+00

  10.540 30.511 10.71    0.62  -16.01    0.80    0.00  -15.21  1.602
   3.668  0.830  3.07    0.84  -23.10    0.88    0.00  -22.22 2.270E+00

  10.540  5.685  1.03   21.60  -68.84   52.58    0.00  -16.26  2.448
   9.903  0.859  1.05   28.95  -72.92   47.43    0.00  -25.49 1.137E+05

  10.540  5.849  1.08   20.83  -67.89   51.71    0.00  -16.17  2.481
   9.868  0.859  1.06   27.99  -72.11   46.76    0.00  -25.35 9.086E+04

  10.540  6.018  1.14   20.30  -66.90   50.77    0.00  -16.13  2.514
   9.831  0.858  1.07   27.25  -71.26   46.02    0.00  -25.24 7.246E+04

  10.540  6.193  1.20   19.65  -65.79   49.73    0.00  -16.07  2.543
   9.792  0.858  1.08   26.40  -70.30   45.17    0.00  -25.13 5.767E+04

  10.540  6.374  1.27   18.85  -64.48   48.47    0.00  -16.00  2.584
   9.750  0.857  1.09   25.35  -69.15   44.15    0.00  -25.00 4.583E+04

  10.540  6.561  1.34   18.26  -63.25   47.29    0.00  -15.96  2.602
   9.707  0.857  1.10   24.57  -68.09   43.18    0.00  -24.91 3.635E+04

  10.540  6.754  1.41   17.57  -61.86   45.95    0.00  -15.91  2.627
   9.661  0.857  1.12   23.66  -66.87   42.05    0.00  -24.81 2.878E+04

  10.540  6.955  1.49   16.81  -60.34   44.44    0.00  -15.90  2.655
   9.612  0.856  1.13   22.66  -65.52   40.78    0.00  -24.74 2.276E+04

  10.540  7.162  1.57   16.14  -58.81   42.90    0.00  -15.90  2.672
   9.561  0.856  1.15   21.77  -64.16   39.47    0.00  -24.70 1.798E+04

  10.540  7.376  1.66   15.43  -57.18   41.27    0.00  -15.91  2.687
   9.507  0.856  1.16   20.83  -62.72   38.06    0.00  -24.66 1.419E+04

  10.540  7.598  1.75   14.72  -55.39   39.56    0.00  -15.84  2.700
   9.450  0.855  1.18   19.89  -61.13   36.57    0.00  -24.56 1.118E+04

  10.540  7.829  1.85   14.02  -53.68   37.80    0.00  -15.88  2.708
   9.390  0.855  1.19   18.97  -59.59   35.04    0.00  -24.56 8.797E+03

  10.540  8.068  1.95   13.25  -51.74   35.88    0.00  -15.86  2.720
   9.326  0.854  1.21   17.94  -57.85   33.35    0.00  -24.50 6.927E+03

  10.540  8.316  2.05   12.60  -50.00   34.06    0.00  -15.94  2.715
   9.260  0.854  1.23   17.08  -56.28   31.73    0.00  -24.55 5.445E+03

  10.540  8.574  2.16   11.83  -47.99   32.03    0.00  -15.96  2.720
   9.189  0.854  1.25   16.05  -54.46   29.92    0.00  -24.54 4.288E+03

  10.540  8.842  2.28   11.14  -46.13   30.09    0.00  -16.04  2.714
   9.115  0.854  1.27   15.13  -52.77   28.18    0.00  -24.59 3.372E+03

  10.540  9.120  2.41   10.38  -44.10   28.02    0.00  -16.08  2.713
   9.036  0.853  1.29   14.11  -50.92   26.31    0.00  -24.60 2.657E+03

  10.540  9.410  2.54    9.69  -42.20   26.05    0.00  -16.15  2.700
   8.954  0.853  1.32   13.19  -49.19   24.52    0.00  -24.67 2.092E+03

  10.540  9.713  2.68    8.99  -40.26   24.05    0.00  -16.22  2.689
   8.867  0.853  1.34   12.25  -47.41   22.70    0.00  -24.72 1.650E+03

  10.540 10.028  2.83    8.29  -38.35   22.07    0.00  -16.28  2.677
   8.775  0.853  1.37   11.30  -45.64   20.89    0.00  -24.75 1.302E+03

  10.540 10.357  2.98    7.61  -36.49   20.15    0.00  -16.34  2.663
   8.678  0.853  1.39   10.39  -43.92   19.12    0.00  -24.80 1.029E+03

  10.540 10.701  3.14    6.93  -34.63   18.27    0.00  -16.36  2.651
   8.575  0.852  1.42    9.48  -42.18   17.39    0.00  -24.79 8.137E+02

  10.540 11.061  3.32    6.30  -32.99   16.50    0.00  -16.49  2.634
   8.467  0.852  1.46    8.63  -40.64   15.75    0.00  -24.89 6.438E+02

  10.540 11.438  3.50    5.72  -31.34   14.86    0.00  -16.48  2.616
   8.353  0.852  1.49    7.84  -39.08   14.22    0.00  -24.86 5.084E+02

  10.540 11.833  3.69    5.18  -29.85   13.34    0.00  -16.52  2.596
   8.233  0.852  1.52    7.10  -37.65   12.80    0.00  -24.85 4.012E+02

  10.540 12.249  3.89    4.69  -28.47   11.97    0.00  -16.50  2.573
   8.107  0.852  1.56    6.44  -36.31   11.53    0.00  -24.78 3.154E+02

  10.540 12.686  4.10    4.22  -27.14   10.68    0.00  -16.47  2.552
   7.973  0.852  1.59    5.81  -35.00   10.31    0.00  -24.69 2.480E+02

  10.540 13.148  4.33    3.80  -25.84    9.52    0.00  -16.33  2.530
   7.832  0.852  1.63    5.23  -33.72    9.22    0.00  -24.50 1.944E+02

  10.540 13.635  4.56    3.43  -24.73    8.50    0.00  -16.23  2.505
   7.684  0.852  1.68    4.73  -32.60    8.26    0.00  -24.34 1.515E+02

  10.540 14.151  4.81    3.08  -23.65    7.56    0.00  -16.09  2.481
   7.527  0.852  1.72    4.26  -31.49    7.37    0.00  -24.12 1.179E+02

  10.540 14.698  5.08    2.78  -22.79    6.72    0.00  -16.07  2.454
   7.362  0.852  1.77    3.84  -30.58    6.58    0.00  -24.01 9.145E+01

  10.540 15.280  5.36    2.49  -21.83    5.96    0.00  -15.87  2.429
   7.187  0.851  1.82    3.45  -29.58    5.85    0.00  -23.72 7.071E+01

  10.540 15.901  5.65    2.24  -21.01    5.29    0.00  -15.73  2.400
   7.003  0.851  1.87    3.11  -28.69    5.21    0.00  -23.48 5.442E+01

  10.540 16.566  5.96    2.02  -20.21    4.69    0.00  -15.53  2.370
   6.809  0.851  1.92    2.80  -27.83    4.64    0.00  -23.19 4.173E+01

  10.540 17.280  6.28    1.82  -19.55    4.16    0.00  -15.40  2.337
   6.605  0.851  1.98    2.53  -27.09    4.13    0.00  -22.96 3.186E+01

  10.540 18.050  6.63    1.64  -18.89    3.67    0.00  -15.22  2.302
   6.389  0.851  2.04    2.28  -26.34    3.66    0.00  -22.68 2.431E+01

  10.540 18.884  6.99    1.48  -18.25    3.22    0.00  -15.02  2.264
   6.161  0.851  2.11    2.05  -25.62    3.23    0.00  -22.38 1.852E+01

  10.540 19.792  7.37    1.32  -17.72    2.83    0.00  -14.89  2.221
   5.921  0.851  2.18    1.84  -24.99    2.85    0.00  -22.14 1.408E+01

  10.540 20.786  7.78    1.20  -17.20    2.47    0.00  -14.73  2.174
   5.668  0.851  2.25    1.67  -24.38    2.51    0.00  -21.87 1.069E+01

  10.540 21.882  8.20    1.08  -16.70    2.15    0.00  -14.55  2.121
   5.401  0.851  2.32    1.50  -23.78    2.20    0.00  -21.58 8.111E+00

  10.540 23.099  8.65    0.97  -16.23    1.86    0.00  -14.37  2.061
   5.119  0.850  2.40    1.35  -23.20    1.91    0.00  -21.28 6.162E+00

  10.540 24.462  9.12    0.88  -15.75    1.60    0.00  -14.15  1.992
   4.822  0.850  2.49    1.22  -22.61    1.66    0.00  -20.95 4.674E+00

  10.540 26.007  9.62    0.80  -15.35    1.38    0.00  -13.97  1.913
   4.509  0.850  2.57    1.11  -22.09    1.44    0.00  -20.65 3.542E+00

  10.540 27.779 10.15    0.74  -15.18    1.18    0.00  -14.00  1.823
   4.179  0.851  2.66    1.02  -21.89    1.25    0.00  -20.65 2.680E+00

  10.540 29.844 10.71    0.68  -16.75    1.01    0.00  -15.74  1.719
   3.830  0.850  2.76    0.94  -23.98    1.08    0.00  -22.90 2.030E+00

  10.540  5.680  1.03   25.46  -70.97   54.20    0.00  -16.77  2.143
   9.918  0.880  1.02   33.90  -74.80   48.63    0.00  -26.17 1.147E+05

  10.540  5.844  1.08   24.80  -70.22   53.53    0.00  -16.69  2.172
   9.884  0.880  1.03   33.04  -74.17   48.12    0.00  -26.04 9.152E+04

  10.540  6.013  1.14   23.81  -69.23   52.64    0.00  -16.59  2.224
   9.847  0.878  1.04   31.76  -73.31   47.45    0.00  -25.87 7.287E+04

  10.540  6.188  1.20   23.12  -68.31   51.78    0.00  -16.52  2.253
   9.809  0.878  1.05   30.86  -72.52   46.77    0.00  -25.75 5.788E+04

  10.540  6.368  1.27   22.43  -67.31   50.80    0.00  -16.51  2.278
   9.769  0.878  1.06   29.96  -71.65   45.98    0.00  -25.67 4.592E+04

  10.540  6.555  1.34   21.57  -66.05   49.66    0.00  -16.39  2.315
   9.726  0.877  1.07   28.83  -70.56   45.06    0.00  -25.50 3.633E+04

  10.540  6.747  1.41   20.78  -64.82   48.46    0.00  -16.36  2.344
   9.681  0.877  1.08   27.81  -69.48   44.07    0.00  -25.41 2.870E+04

  10.540  6.947  1.49   20.09  -63.52   47.22    0.00  -16.30  2.363
   9.634  0.877  1.09   26.90  -68.34   43.04    0.00  -25.30 2.262E+04

  10.540  7.153  1.57   19.30  -62.08   45.80    0.00  -16.28  2.385
   9.584  0.877  1.10   25.87  -67.07   41.84    0.00  -25.23 1.782E+04

  10.540  7.367  1.66   18.47  -60.51   44.26    0.00  -16.25  2.409
   9.531  0.876  1.12   24.78  -65.69   40.54    0.00  -25.15 1.402E+04

  10.540  7.588  1.75   17.61  -58.86   42.58    0.00  -16.28  2.431
   9.475  0.875  1.13   23.64  -64.23   39.10    0.00  -25.13 1.102E+04

  10.540  7.818  1.84   16.77  -57.11   40.87    0.00  -16.24  2.449
   9.416  0.875  1.14   22.55  -62.67   37.62    0.00  -25.05 8.649E+03

  10.540  8.056  1.95   16.10  -55.48   39.24    0.00  -16.24  2.449
   9.355  0.875  1.16   21.66  -61.21   36.19    0.00  -25.02 6.769E+03

  10.540  8.303  2.05   15.20  -53.52   37.30    0.00  -16.22  2.466
   9.289  0.874  1.18   20.47  -59.45   34.49    0.00  -24.96 5.310E+03

  10.540  8.559  2.16   14.38  -51.61   35.39    0.00  -16.23  2.473
   9.220  0.874  1.19   19.38  -57.73   32.80    0.00  -24.93 4.158E+03

  10.540  8.826  2.28   13.61  -49.82   33.46    0.00  -16.36  2.470
   9.148  0.874  1.21   18.37  -56.11   31.09    0.00  -25.02 3.257E+03

  10.540  9.103  2.41   12.75  -47.76   31.40    0.00  -16.36  2.475
   9.071  0.874  1.23   17.22  -54.25   29.25    0.00  -25.00 2.553E+03

  10.540  9.391  2.54   11.92  -45.76   29.35    0.00  -16.41  2.475
   8.990  0.873  1.25   16.12  -52.43   27.41    0.00  -25.02 2.001E+03

  10.540  9.691  2.68   11.04  -43.79   27.31    0.00  -16.48  2.470
   8.905  0.873  1.27   14.98  -50.63   25.57    0.00  -25.07 1.570E+03

  10.540 10.005  2.83   10.28  -41.78   25.23    0.00  -16.55  2.466
   8.815  0.873  1.29   13.94  -48.79   23.68    0.00  -25.12 1.234E+03

  10.540 10.331  2.98    9.54  -39.90   23.28    0.00  -16.62  2.453
   8.721  0.873  1.31   12.94  -47.06   21.90    0.00  -25.17 9.676E+02

  10.540 10.672  3.14    8.77  -37.97   21.31    0.00  -16.66  2.445
   8.621  0.873  1.34   11.91  -45.28   20.10    0.00  -25.18 7.603E+02

  10.540 11.029  3.32    7.99  -36.10   19.37    0.00  -16.72  2.438
   8.515  0.872  1.36   10.87  -43.53   18.32    0.00  -25.21 5.986E+02

  10.540 11.403  3.50    7.30  -34.34   17.60    0.00  -16.74  2.426
   8.404  0.872  1.39    9.94  -41.89   16.69    0.00  -25.20 4.700E+02

  10.540 11.795  3.69    6.64  -32.67   15.92    0.00  -16.75  2.412
   8.287  0.872  1.42    9.05  -40.31   15.13    0.00  -25.18 3.690E+02

  10.540 12.207  3.89    6.01  -31.09   14.32    0.00  -16.77  2.400
   8.163  0.872  1.45    8.20  -38.80   13.65    0.00  -25.15 2.897E+02

  10.540 12.639  4.10    5.42  -29.60   12.84    0.00  -16.77  2.388
   8.032  0.872  1.48    7.40  -37.37   12.27    0.00  -25.09 2.272E+02

  10.540 13.095  4.33    4.91  -28.27   11.53    0.00  -16.73  2.370
   7.895  0.872  1.52    6.71  -36.06   11.06    0.00  -25.00 1.772E+02

  10.540 13.576  4.56    4.40  -26.95   10.29    0.00  -16.67  2.358
   7.749  0.871  1.55    6.04  -34.76    9.89    0.00  -24.87 1.384E+02

  10.540 14.085  4.81    3.97  -25.75    9.20    0.00  -16.55  2.340
   7.596  0.871  1.59    5.45  -33.56    8.88    0.00  -24.69 1.074E+02

  10.540 14.625  5.08    3.59  -24.68    8.23    0.00  -16.45  2.321
   7.435  0.872  1.63    4.93  -32.47    7.97    0.00  -24.51 8.294E+01

  10.540 15.198  5.36    3.22  -23.62    7.33    0.00  -16.29  2.304
   7.264  0.871  1.67    4.43  -31.39    7.12    0.00  -24.27 6.403E+01

  10.540 15.809  5.65    2.91  -22.74    6.55    0.00  -16.20  2.283
