EXTERNAL/TSAI:  VERSION OF 8/8/96

RUNPLAN for CLAS hadronization experiment                               
 inclusive:                                                             
                                                                        
CLAS Carbon                                                             
                                                                        

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  6, 12);   avgA =  12.000; amuM= 12.002; avgM= 11.180
 targ= ordina; ttarg(rl)=0.00601; twall=0.00129; tbeam=0.00264; tspec=0.00000
         Nseg  =   2
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 1

  10.540 19.050  6.99    1.14  -15.37    2.58    0.00  -12.79  2.386
   6.056  0.831  2.30    1.31  -17.85    2.61    0.00  -15.23 2.299E+00

  10.540 19.983  7.37    1.02  -14.75    2.25    0.00  -12.50  2.330
   5.810  0.831  2.38    1.18  -17.18    2.28    0.00  -14.89 1.755E+00

  10.540 21.008  7.78    0.93  -14.16    1.96    0.00  -12.20  2.267
   5.551  0.831  2.46    1.07  -16.55    1.99    0.00  -14.55 1.336E+00

  10.540 22.141  8.20    0.84  -13.58    1.70    0.00  -11.88  2.196
   5.277  0.831  2.55    0.97  -15.91    1.73    0.00  -14.18 1.018E+00

  10.540 23.404  8.65    0.77  -13.01    1.47    0.00  -11.54  2.118
   4.989  0.831  2.64    0.89  -15.29    1.51    0.00  -13.79 7.714E-01

  10.540 24.826  9.12    0.71  -12.41    1.27    0.00  -11.14  2.028
   4.684  0.830  2.74    0.81  -14.64    1.30    0.00  -13.34 5.857E-01

  10.540 26.445  9.63    0.66  -11.85    1.10    0.00  -10.76  1.928
   4.364  0.831  2.84    0.76  -14.03    1.13    0.00  -12.89 4.414E-01

  10.540 28.315 10.15    0.62  -11.51    0.95    0.00  -10.56  1.813
   4.025  0.830  2.95    0.72  -13.64    0.98    0.00  -12.66 3.331E-01

  10.540 30.511 10.71    0.60  -12.69    0.82    0.00  -11.86  1.686
   3.668  0.830  3.07    0.69  -14.90    0.86    0.00  -14.04 2.498E-01

  10.540  5.685  1.03   21.47  -70.09   54.32    0.00  -15.77  2.544
   9.903  0.859  1.05   24.28  -71.43   52.53    0.00  -18.91 1.255E+04

  10.540  5.849  1.08   20.74  -69.19   53.51    0.00  -15.68  2.578
   9.868  0.859  1.06   23.47  -70.58   51.78    0.00  -18.80 1.000E+04

  10.540  6.018  1.14   20.23  -68.17   52.55    0.00  -15.61  2.612
   9.831  0.858  1.07   22.88  -69.61   50.90    0.00  -18.71 7.965E+03

  10.540  6.193  1.20   19.60  -67.07   51.53    0.00  -15.55  2.642
   9.792  0.858  1.08   22.17  -68.57   49.95    0.00  -18.63 6.327E+03

  10.540  6.374  1.27   18.81  -65.71   50.24    0.00  -15.47  2.684
   9.750  0.857  1.09   21.27  -67.28   48.74    0.00  -18.53 5.021E+03

  10.540  6.561  1.34   18.24  -64.50   49.06    0.00  -15.44  2.703
   9.707  0.857  1.10   20.63  -66.12   47.64    0.00  -18.48 3.975E+03

  10.540  6.754  1.41   17.58  -63.06   47.74    0.00  -15.32  2.729
   9.661  0.857  1.12   19.88  -64.75   46.40    0.00  -18.35 3.140E+03

  10.540  6.955  1.49   16.83  -61.51   46.19    0.00  -15.32  2.758
   9.612  0.856  1.13   19.04  -63.26   44.94    0.00  -18.33 2.480E+03

  10.540  7.162  1.57   16.18  -59.91   44.68    0.00  -15.22  2.776
   9.561  0.856  1.15   18.30  -61.73   43.51    0.00  -18.22 1.954E+03

  10.540  7.376  1.66   15.48  -58.34   43.02    0.00  -15.32  2.792
   9.507  0.856  1.16   17.52  -60.22   41.93    0.00  -18.29 1.539E+03

  10.540  7.598  1.75   14.79  -56.50   41.33    0.00  -15.17  2.806
   9.450  0.855  1.18   16.75  -58.45   40.31    0.00  -18.13 1.209E+03

  10.540  7.829  1.85   14.10  -54.73   39.52    0.00  -15.22  2.816
   9.390  0.855  1.19   15.96  -56.75   38.58    0.00  -18.17 9.509E+02

  10.540  8.068  1.95   13.33  -52.73   37.55    0.00  -15.19  2.829
   9.326  0.854  1.21   15.10  -54.82   36.70    0.00  -18.12 7.476E+02

  10.540  8.316  2.05   12.70  -50.93   35.73    0.00  -15.20  2.826
   9.260  0.854  1.23   14.39  -53.08   34.95    0.00  -18.13 5.862E+02

  10.540  8.574  2.16   11.96  -48.78   33.71    0.00  -15.07  2.832
   9.189  0.854  1.25   13.55  -51.00   33.01    0.00  -17.99 4.601E+02

  10.540  8.842  2.28   11.27  -46.87   31.71    0.00  -15.16  2.828
   9.115  0.854  1.27   12.77  -49.16   31.08    0.00  -18.08 3.612E+02

  10.540  9.120  2.41   10.51  -44.76   29.58    0.00  -15.18  2.828
   9.036  0.853  1.29   11.92  -47.10   29.02    0.00  -18.08 2.841E+02

  10.540  9.410  2.54    9.84  -42.79   27.59    0.00  -15.21  2.817
   8.954  0.853  1.32   11.16  -45.20   27.09    0.00  -18.11 2.231E+02

  10.540  9.713  2.68    9.14  -40.73   25.52    0.00  -15.21  2.807
   8.867  0.853  1.34   10.37  -43.19   25.08    0.00  -18.11 1.756E+02

  10.540 10.028  2.83    8.43  -38.73   23.44    0.00  -15.29  2.797
   8.775  0.853  1.37    9.57  -41.25   23.07    0.00  -18.19 1.385E+02

  10.540 10.357  2.98    7.74  -36.80   21.42    0.00  -15.38  2.784
   8.678  0.853  1.39    8.78  -39.36   21.10    0.00  -18.27 1.094E+02

  10.540 10.701  3.14    7.04  -34.82   19.42    0.00  -15.40  2.773
   8.575  0.852  1.42    8.00  -37.43   19.14    0.00  -18.29 8.653E+01

  10.540 11.061  3.32    6.41  -32.98   17.55    0.00  -15.43  2.758
   8.467  0.852  1.46    7.28  -35.63   17.32    0.00  -18.31 6.841E+01

  10.540 11.438  3.50    5.80  -31.18   15.80    0.00  -15.38  2.741
   8.353  0.852  1.49    6.60  -33.86   15.61    0.00  -18.25 5.407E+01

  10.540 11.833  3.69    5.24  -29.54   14.17    0.00  -15.37  2.722
   8.233  0.852  1.52    5.97  -32.25   14.01    0.00  -18.24 4.273E+01

  10.540 12.249  3.89    4.74  -28.03   12.70    0.00  -15.34  2.700
   8.107  0.852  1.56    5.40  -30.76   12.57    0.00  -18.19 3.366E+01

  10.540 12.686  4.10    4.25  -26.57   11.29    0.00  -15.28  2.681
   7.973  0.852  1.59    4.84  -29.30   11.19    0.00  -18.11 2.656E+01

  10.540 13.148  4.33    3.81  -25.19   10.04    0.00  -15.16  2.659
   7.832  0.852  1.63    4.35  -27.93    9.96    0.00  -17.97 2.088E+01

  10.540 13.635  4.56    3.43  -24.00    8.93    0.00  -15.08  2.635
   7.684  0.852  1.68    3.91  -26.74    8.87    0.00  -17.86 1.634E+01

  10.540 14.151  4.81    3.07  -22.81    7.91    0.00  -14.90  2.611
   7.527  0.852  1.72    3.50  -25.53    7.87    0.00  -17.66 1.277E+01

  10.540 14.698  5.08    2.75  -21.74    7.01    0.00  -14.72  2.586
   7.362  0.852  1.77    3.14  -24.44    6.99    0.00  -17.46 9.934E+00

  10.540 15.280  5.36    2.46  -20.71    6.19    0.00  -14.51  2.560
   7.187  0.851  1.82    2.81  -23.39    6.18    0.00  -17.21 7.717E+00

  10.540 15.901  5.65    2.20  -19.78    5.47    0.00  -14.30  2.532
   7.003  0.851  1.87    2.52  -22.43    5.47    0.00  -16.96 5.965E+00

  10.540 16.566  5.96    1.98  -18.88    4.84    0.00  -14.05  2.501
   6.809  0.851  1.92    2.26  -21.51    4.84    0.00  -16.67 4.590E+00

  10.540 17.280  6.28    1.78  -18.11    4.28    0.00  -13.84  2.467
   6.605  0.851  1.98    2.04  -20.71    4.29    0.00  -16.42 3.516E+00

  10.540 18.050  6.63    1.59  -17.32    3.76    0.00  -13.56  2.432
   6.389  0.851  2.04    1.83  -19.88    3.78    0.00  -16.10 2.690E+00

  10.540 18.884  6.99    1.43  -16.60    3.30    0.00  -13.29  2.393
   6.161  0.851  2.11    1.64  -19.12    3.32    0.00  -15.80 2.055E+00

  10.540 19.792  7.37    1.28  -15.91    2.89    0.00  -13.02  2.349
   5.921  0.851  2.18    1.47  -18.39    2.92    0.00  -15.48 1.564E+00

  10.540 20.786  7.78    1.16  -15.25    2.53    0.00  -12.73  2.300
   5.668  0.851  2.25    1.33  -17.70    2.56    0.00  -15.14 1.188E+00

  10.540 21.882  8.20    1.04  -14.62    2.20    0.00  -12.42  2.244
   5.401  0.851  2.32    1.20  -17.02    2.23    0.00  -14.79 9.011E-01

  10.540 23.099  8.65    0.94  -13.99    1.91    0.00  -12.08  2.181
   5.119  0.850  2.40    1.08  -16.34    1.94    0.00  -14.40 6.837E-01

  10.540 24.462  9.12    0.85  -13.37    1.65    0.00  -11.73  2.109
   4.822  0.850  2.49    0.98  -15.67    1.68    0.00  -14.00 5.176E-01

  10.540 26.007  9.62    0.78  -12.77    1.42    0.00  -11.35  2.026
   4.509  0.850  2.57    0.89  -15.01    1.45    0.00  -13.56 3.909E-01

  10.540 27.779 10.15    0.72  -12.37    1.22    0.00  -11.15  1.931
   4.179  0.851  2.66    0.82  -14.59    1.26    0.00  -13.33 2.946E-01

  10.540 29.844 10.71    0.67  -13.44    1.05    0.00  -12.39  1.821
   3.830  0.850  2.76    0.77  -15.73    1.08    0.00  -14.65 2.222E-01

  10.540  5.680  1.03   25.18  -72.29   55.98    0.00  -16.31  2.238
   9.918  0.880  1.02   28.43  -73.54   54.02    0.00  -19.52 1.273E+04

  10.540  5.844  1.08   24.56  -71.61   55.37    0.00  -16.23  2.268
   9.884  0.880  1.03   27.73  -72.89   53.47    0.00  -19.42 1.013E+04

  10.540  6.013  1.14   23.62  -70.64   54.53    0.00  -16.11  2.322
   9.847  0.878  1.04   26.68  -71.98   52.70    0.00  -19.28 8.043E+03

  10.540  6.188  1.20   22.96  -69.71   53.68    0.00  -16.03  2.352
   9.809  0.878  1.05   25.92  -71.10   51.92    0.00  -19.18 6.378E+03

  10.540  6.368  1.27   22.31  -68.73   52.76    0.00  -15.97  2.378
   9.769  0.878  1.06   25.19  -70.16   51.07    0.00  -19.10 5.046E+03

  10.540  6.555  1.34   21.48  -67.49   51.64    0.00  -15.85  2.418
   9.726  0.877  1.07   24.25  -68.99   50.03    0.00  -18.96 3.984E+03

  10.540  6.747  1.41   20.72  -66.19   50.44    0.00  -15.75  2.448
   9.681  0.877  1.08   23.39  -67.75   48.91    0.00  -18.84 3.142E+03

  10.540  6.947  1.49   20.05  -64.91   49.21    0.00  -15.69  2.468
   9.634  0.877  1.09   22.64  -66.52   47.76    0.00  -18.76 2.472E+03

  10.540  7.153  1.57   19.29  -63.50   47.82    0.00  -15.68  2.492
   9.584  0.877  1.10   21.78  -65.17   46.45    0.00  -18.73 1.942E+03

  10.540  7.367  1.66   18.48  -61.94   46.29    0.00  -15.65  2.517
   9.531  0.876  1.12   20.87  -63.68   44.99    0.00  -18.69 1.524E+03

  10.540  7.588  1.75   17.66  -60.26   44.64    0.00  -15.62  2.541
   9.475  0.875  1.13   19.94  -62.06   43.43    0.00  -18.63 1.195E+03

  10.540  7.818  1.84   16.84  -58.48   42.91    0.00  -15.56  2.560
   9.416  0.875  1.14   19.03  -60.35   41.79    0.00  -18.56 9.360E+02

  10.540  8.056  1.95   16.19  -56.77   41.30    0.00  -15.47  2.563
   9.355  0.875  1.16   18.30  -58.71   40.24    0.00  -18.46 7.309E+02

  10.540  8.303  2.05   15.31  -54.77   39.32    0.00  -15.45  2.581
   9.289  0.874  1.18   17.30  -56.78   38.36    0.00  -18.43 5.721E+02

  10.540  8.559  2.16   14.50  -52.87   37.37    0.00  -15.50  2.590
   9.220  0.874  1.19   16.39  -54.95   36.49    0.00  -18.46 4.473E+02

  10.540  8.826  2.28   13.76  -50.93   35.46    0.00  -15.47  2.589
   9.148  0.874  1.21   15.56  -53.07   34.65    0.00  -18.42 3.491E+02

  10.540  9.103  2.41   12.91  -48.90   33.35    0.00  -15.55  2.596
   9.071  0.874  1.23   14.61  -51.11   32.62    0.00  -18.49 2.731E+02

  10.540  9.391  2.54   12.09  -46.76   31.26    0.00  -15.50  2.598
   8.990  0.873  1.25   13.68  -49.03   30.60    0.00  -18.44 2.135E+02

  10.540  9.691  2.68   11.22  -44.72   29.15    0.00  -15.57  2.594
   8.905  0.873  1.27   12.71  -47.06   28.56    0.00  -18.50 1.671E+02

  10.540 10.005  2.83   10.47  -42.56   27.00    0.00  -15.56  2.592
   8.815  0.873  1.29   11.86  -44.96   26.48    0.00  -18.48 1.310E+02

  10.540 10.331  2.98    9.72  -40.61   24.95    0.00  -15.67  2.581
   8.721  0.873  1.31   11.01  -43.07   24.49    0.00  -18.58 1.027E+02

  10.540 10.672  3.14    8.93  -38.49   22.87    0.00  -15.61  2.575
   8.621  0.873  1.34   10.12  -41.01   22.47    0.00  -18.53 8.060E+01

  10.540 11.029  3.32    8.14  -36.45   20.81    0.00  -15.64  2.570
   8.515  0.872  1.36    9.23  -39.01   20.47    0.00  -18.55 6.342E+01

  10.540 11.403  3.50    7.43  -34.53   18.90    0.00  -15.63  2.559
   8.404  0.872  1.39    8.43  -37.14   18.60    0.00  -18.54 4.983E+01

  10.540 11.795  3.69    6.76  -32.72   17.10    0.00  -15.62  2.546
   8.287  0.872  1.42    7.67  -35.36   16.85    0.00  -18.52 3.913E+01

  10.540 12.207  3.89    6.10  -30.97   15.36    0.00  -15.61  2.536
   8.163  0.872  1.45    6.93  -33.64   15.16    0.00  -18.49 3.077E+01

  10.540 12.639  4.10    5.49  -29.27   13.75    0.00  -15.52  2.525
   8.032  0.872  1.48    6.24  -31.97   13.58    0.00  -18.39 2.417E+01

  10.540 13.095  4.33    4.96  -27.80   12.33    0.00  -15.47  2.509
   7.895  0.872  1.52    5.63  -30.51   12.19    0.00  -18.32 1.890E+01

  10.540 13.576  4.56    4.43  -26.31   10.97    0.00  -15.34  2.497
   7.749  0.871  1.55    5.04  -29.03   10.86    0.00  -18.17 1.480E+01

  10.540 14.085  4.81    3.98  -25.01    9.78    0.00  -15.23  2.481
   7.596  0.871  1.59    4.53  -27.73    9.69    0.00  -18.04 1.153E+01

  10.540 14.625  5.08    3.58  -23.80    8.72    0.00  -15.08  2.462
   7.435  0.872  1.63    4.08  -26.51    8.65    0.00  -17.86 8.941E+00

  10.540 15.198  5.36    3.20  -22.66    7.73    0.00  -14.93  2.446
   7.264  0.871  1.67    3.65  -25.36    7.68    0.00  -17.68 6.932E+00

  10.540 15.809  5.65    2.88  -21.61    6.89    0.00  -14.72  2.425
   7.085  0.871  1.71    3.29  -24.29    6.85    0.00  -17.44 5.332E+00

  10.540 16.462  5.96    2.58  -20.55    6.10    0.00  -14.45  2.405
   6.895  0.871  1.76    2.94  -23.21    6.08    0.00  -17.13 4.100E+00

  10.540 17.162  6.28    2.31  -19.66    5.40    0.00  -14.26  2.383
   6.695  0.871  1.81    2.64  -22.29    5.39    0.00  -16.90 3.140E+00

  10.540 17.916  6.63    2.08  -18.80    4.79    0.00  -14.01  2.356
   6.485  0.871  1.86    2.38  -21.40    4.79    0.00  -16.61 2.390E+00

  10.540 18.730  6.99    1.86  -17.97    4.22    0.00  -13.75  2.330
   6.262  0.871  1.92    2.13  -20.53    4.23    0.00  -16.31 1.821E+00

  10.540 19.615  7.37    1.67  -17.21    3.72    0.00  -13.48  2.298
   6.028  0.871  1.97    1.91  -19.74    3.73    0.00  -16.00 1.380E+00

  10.540 20.581  7.78    1.49  -16.47    3.26    0.00  -13.21  2.264
   5.780  0.871  2.04    1.71  -18.96    3.27    0.00  -15.69 1.048E+00

  10.540 21.643  8.20    1.33  -15.76    2.85    0.00  -12.92  2.224
   5.519  0.871  2.10    1.53  -18.21    2.87    0.00  -15.35 7.934E-01

  10.540 22.819  8.65    1.20  -15.08    2.48    0.00  -12.60  2.178
   5.244  0.871  2.17    1.37  -17.49    2.50    0.00  -14.99 5.997E-01

  10.540 24.130  9.13    1.07  -14.42    2.14    0.00  -12.27  2.124
   4.954  0.871  2.24    1.23  -16.78    2.17    0.00  -14.61 4.531E-01

  10.540 25.609  9.63    0.96  -13.77    1.85    0.00  -11.92  2.061
   4.648  0.871  2.31    1.11  -16.09    1.88    0.00  -14.21 3.423E-01

  10.540 27.296 10.15    0.87  -13.30    1.58    0.00  -11.72  1.987
   4.325  0.870  2.39    1.00  -15.58    1.61    0.00  -13.97 2.589E-01

  10.540 29.247 10.71    0.79  -14.23    1.35    0.00  -12.88  1.900
   3.984  0.870  2.48    0.90  -16.58    1.38    0.00  -15.20 1.959E-01

  10.540  5.676  1.03   30.26  -74.17   57.31    0.00  -16.87  1.909
   9.932  0.900  0.99   34.11  -75.34   55.19    0.00  -20.15 1.288E+04

  10.540  5.840  1.08   29.24  -73.53   56.80    0.00  -16.73  1.957
   9.898  0.899  1.00   32.96  -74.74   54.75    0.00  -19.99 1.023E+04

  10.540  6.008  1.14   28.58  -72.90   56.27    0.00  -16.63  1.983
   9.863  0.899  1.01   32.21  -74.15   54.27    0.00  -19.87 8.116E+03

  10.540  6.182  1.20   27.87  -72.18   55.63    0.00  -16.55  2.010
   9.826  0.899  1.02   31.41  -73.47   53.69    0.00  -19.77 6.423E+03

  10.540  6.362  1.27   26.82  -71.25   54.78    0.00  -16.46  2.056
   9.786  0.898  1.02   30.23  -72.58   52.92    0.00  -19.66 5.071E+03

  10.540  6.548  1.34   25.85  -70.18   53.84    0.00  -16.34  2.096
   9.744  0.897  1.03   29.13  -71.56   52.05    0.00  -19.51 3.997E+03

  10.540  6.741  1.41   24.97  -69.08   52.80    0.00  -16.28  2.128
   9.700  0.897  1.04   28.14  -70.52   51.09    0.00  -19.43 3.146E+03

  10.540  6.939  1.49   24.23  -67.94   51.77    0.00  -16.17  2.150
   9.654  0.897  1.05   27.30  -69.43   50.13    0.00  -19.30 2.468E+03

  10.540  7.145  1.57   23.34  -66.64   50.53    0.00  -16.11  2.178
   9.605  0.896  1.06   26.30  -68.19   48.97    0.00  -19.23 1.934E+03

  10.540  7.358  1.66   22.59  -65.37   49.26    0.00  -16.12  2.193
   9.554  0.896  1.07   25.46  -66.98   47.77    0.00  -19.21 1.513E+03

  10.540  7.579  1.75   21.58  -63.80   47.76    0.00  -16.04  2.225
   9.499  0.895  1.08   24.33  -65.47   46.35    0.00  -19.12 1.182E+03

  10.540  7.807  1.84   20.78  -62.22   46.28    0.00  -15.94  2.239
   9.442  0.895  1.10   23.43  -63.95   44.95    0.00  -19.00 9.218E+02

  10.540  8.044  1.95   19.79  -60.50   44.55    0.00  -15.95  2.263
   9.381  0.895  1.11   22.32  -62.30   43.31    0.00  -18.99 7.189E+02

  10.540  8.290  2.05   19.05  -58.78   42.95    0.00  -15.82  2.267
   9.318  0.895  1.12   21.48  -60.64   41.79    0.00  -18.86 5.588E+02

  10.540  8.545  2.16   18.01  -56.86   41.00    0.00  -15.86  2.289
   9.250  0.894  1.14   20.31  -58.80   39.92    0.00  -18.88 4.355E+02

  10.540  8.811  2.28   17.10  -54.88   39.11    0.00  -15.77  2.299
   9.179  0.894  1.15   19.29  -56.88   38.11    0.00  -18.77 3.384E+02

  10.540  9.086  2.41   16.16  -52.82   37.10    0.00  -15.72  2.308
   9.104  0.894  1.17   18.23  -54.90   36.19    0.00  -18.71 2.632E+02

  10.540  9.373  2.54   15.21  -50.82   35.02    0.00  -15.79  2.315
   9.025  0.893  1.18   17.17  -52.96   34.19    0.00  -18.78 2.049E+02

  10.540  9.671  2.68   14.21  -48.77   32.95    0.00  -15.81  2.316
   8.942  0.893  1.20   16.06  -50.98   32.19    0.00  -18.78 1.593E+02

  10.540  9.983  2.83   13.34  -46.61   30.79    0.00  -15.83  2.320
   8.854  0.893  1.22   15.07  -48.89   30.10    0.00  -18.79 1.241E+02

  10.540 10.307  2.98   12.46  -44.57   28.69    0.00  -15.87  2.315
   8.762  0.893  1.24   14.08  -46.91   28.08    0.00  -18.83 9.662E+01

  10.540 10.646  3.14   11.50  -42.32   26.49    0.00  -15.83  2.317
   8.664  0.893  1.26   12.99  -44.73   25.95    0.00  -18.78 7.546E+01

  10.540 11.000  3.32   10.58  -40.29   24.34    0.00  -15.94  2.314
   8.561  0.893  1.28   11.96  -42.75   23.87    0.00  -18.89 5.897E+01

  10.540 11.370  3.50    9.67  -38.15   22.26    0.00  -15.89  2.313
   8.452  0.892  1.30   10.94  -40.66   21.84    0.00  -18.83 4.610E+01

  10.540 11.759  3.69    8.81  -36.11   20.25    0.00  -15.86  2.312
   8.337  0.892  1.33    9.97  -38.67   19.89    0.00  -18.79 3.605E+01

  10.540 12.167  3.89    8.00  -34.21   18.35    0.00  -15.86  2.307
   8.216  0.892  1.35    9.06  -36.82   18.04    0.00  -18.78 2.818E+01

  10.540 12.595  4.10    7.28  -32.43   16.62    0.00  -15.81  2.297
   8.089  0.892  1.38    8.25  -35.07   16.35    0.00  -18.71 2.196E+01

  10.540 13.046  4.33    6.56  -30.66   14.94    0.00  -15.73  2.293
   7.954  0.892  1.41    7.44  -33.33   14.71    0.00  -18.62 1.715E+01

  10.540 13.521  4.56    5.91  -29.09   13.40    0.00  -15.69  2.286
   7.812  0.892  1.44    6.70  -31.77   13.22    0.00  -18.55 1.336E+01

  10.540 14.024  4.81    5.34  -27.60   12.04    0.00  -15.56  2.274
   7.663  0.892  1.46    6.06  -30.29   11.89    0.00  -18.40 1.035E+01

  10.540 14.556  5.08    4.80  -26.19   10.77    0.00  -15.42  2.265
   7.505  0.892  1.50    5.45  -28.88   10.64    0.00  -18.24 8.015E+00

  10.540 15.121  5.36    4.29  -24.88    9.60    0.00  -15.28  2.258
   7.338  0.891  1.53    4.88  -27.57    9.50    0.00  -18.07 6.195E+00

  10.540 15.722  5.65    3.87  -23.67    8.59    0.00  -15.08  2.244
   7.163  0.891  1.57    4.40  -26.35    8.51    0.00  -17.84 4.753E+00

  10.540 16.364  5.96    3.46  -22.52    7.64    0.00  -14.88  2.235
   6.977  0.891  1.61    3.94  -25.19    7.58    0.00  -17.61 3.649E+00

  10.540 17.051  6.28    3.11  -21.48    6.81    0.00  -14.67  2.220
   6.782  0.891  1.65    3.54  -24.13    6.76    0.00  -17.36 2.783E+00

  10.540 17.790  6.63    2.79  -20.50    6.06    0.00  -14.44  2.205
   6.576  0.891  1.69    3.18  -23.12    6.02    0.00  -17.10 2.116E+00

  10.540 18.587  6.99    2.49  -19.55    5.36    0.00  -14.18  2.191
   6.358  0.891  1.74    2.84  -22.14    5.34    0.00  -16.80 1.608E+00

  10.540 19.450  7.37    2.23  -18.69    4.75    0.00  -13.95  2.171
   6.129  0.891  1.78    2.55  -21.26    4.74    0.00  -16.52 1.216E+00

  10.540 20.391  7.78    1.99  -17.85    4.18    0.00  -13.67  2.149
   5.887  0.891  1.84    2.28  -20.38    4.18    0.00  -16.20 9.192E-01

  10.540 21.423  8.20    1.78  -17.08    3.67    0.00  -13.40  2.124
   5.632  0.891  1.89    2.03  -19.57    3.68    0.00  -15.90 6.936E-01

  10.540 22.560  8.65    1.58  -16.31    3.21    0.00  -13.11  2.093
   5.363  0.891  1.94    1.81  -18.77    3.22    0.00  -15.56 5.232E-01

  10.540 23.826  9.13    1.41  -15.59    2.79    0.00  -12.80  2.056
   5.080  0.891  2.00    1.62  -18.01    2.81    0.00  -15.20 3.939E-01

  10.540 25.246  9.62    1.25  -14.86    2.40    0.00  -12.46  2.015
   4.780  0.890  2.07    1.43  -17.23    2.42    0.00  -14.82 2.982E-01

  10.540 26.857 10.15    1.11  -14.32    2.06    0.00  -12.26  1.963
   4.465  0.891  2.13    1.27  -16.66    2.08    0.00  -14.58 2.249E-01

  10.540 28.709 10.71    0.98  -15.09    1.75    0.00  -13.34  1.902
   4.132  0.890  2.20    1.13  -17.51    1.78    0.00  -15.73 1.702E-01

  10.540  5.673  1.03   38.34  -75.84   58.39    0.00  -17.45  1.538
   9.946  0.921  0.97   43.16  -76.94   56.14    0.00  -20.81 1.301E+04

  10.540  5.835  1.08   37.15  -75.42   58.08    0.00  -17.33  1.578
   9.913  0.920  0.97   41.81  -76.55   55.88    0.00  -20.67 1.033E+04

  10.540  6.004  1.14   35.85  -74.86   57.65    0.00  -17.21  1.622
   9.878  0.919  0.98   40.34  -76.03   55.51    0.00  -20.52 8.176E+03

  10.540  6.177  1.20   34.54  -74.18   57.11    0.00  -17.08  1.667
   9.841  0.918  0.99   38.87  -75.38   55.02    0.00  -20.36 6.460E+03

  10.540  6.357  1.27   33.82  -73.55   56.54    0.00  -17.01  1.685
   9.803  0.919  0.99   38.05  -74.78   54.51    0.00  -20.27 5.094E+03

  10.540  6.542  1.34   32.63  -72.71   55.81    0.00  -16.89  1.723
   9.762  0.918  1.00   36.71  -73.99   53.85    0.00  -20.14 4.006E+03

  10.540  6.734  1.41   31.57  -71.79   54.98    0.00  -16.81  1.755
   9.719  0.917  1.01   35.50  -73.11   53.09    0.00  -20.03 3.145E+03

  10.540  6.932  1.49   30.67  -70.81   54.10    0.00  -16.71  1.776
   9.674  0.917  1.01   34.50  -72.18   52.27    0.00  -19.91 2.462E+03

  10.540  7.137  1.57   29.55  -69.66   53.04    0.00  -16.62  1.808
   9.626  0.917  1.02   33.23  -71.08   51.28    0.00  -19.80 1.925E+03

  10.540  7.350  1.66   28.27  -68.39   51.81    0.00  -16.58  1.845
   9.575  0.916  1.03   31.80  -69.87   50.14    0.00  -19.74 1.503E+03

  10.540  7.570  1.75   27.32  -67.04   50.60    0.00  -16.44  1.864
   9.522  0.916  1.04   30.73  -68.58   49.00    0.00  -19.58 1.170E+03

  10.540  7.797  1.84   26.30  -65.66   49.23    0.00  -16.43  1.883
   9.466  0.915  1.05   29.58  -67.25   47.71    0.00  -19.55 9.099E+02

  10.540  8.033  1.95   25.29  -64.15   47.76    0.00  -16.39  1.900
   9.407  0.915  1.06   28.45  -65.81   46.32    0.00  -19.49 7.065E+02

  10.540  8.278  2.05   24.33  -62.55   46.22    0.00  -16.33  1.911
   9.345  0.915  1.07   27.37  -64.28   44.86    0.00  -19.42 5.477E+02

  10.540  8.532  2.16   23.20  -60.76   44.50    0.00  -16.25  1.930
   9.279  0.915  1.08   26.10  -62.55   43.22    0.00  -19.32 4.245E+02

  10.540  8.796  2.28   21.96  -58.84   42.61    0.00  -16.24  1.952
   9.209  0.914  1.09   24.71  -60.71   41.42    0.00  -19.29 3.291E+02

  10.540  9.070  2.41   20.92  -56.93   40.77    0.00  -16.17  1.960
   9.136  0.914  1.11   23.54  -58.87   39.66    0.00  -19.21 2.545E+02

  10.540  9.356  2.54   19.85  -54.91   38.84    0.00  -16.07  1.968
   9.059  0.914  1.12   22.35  -56.92   37.81    0.00  -19.11 1.967E+02

  10.540  9.652  2.68   18.62  -52.79   36.71    0.00  -16.08  1.983
   8.977  0.913  1.13   20.96  -54.87   35.77    0.00  -19.10 1.524E+02

  10.540  9.962  2.83   17.46  -50.71   34.56    0.00  -16.15  1.991
   8.891  0.913  1.15   19.66  -52.86   33.70    0.00  -19.15 1.181E+02

  10.540 10.284  2.98   16.42  -48.63   32.49    0.00  -16.14  1.989
   8.801  0.913  1.16   18.50  -50.84   31.70    0.00  -19.14 9.133E+01

  10.540 10.620  3.14   15.21  -46.40   30.23    0.00  -16.17  1.998
   8.705  0.913  1.18   17.14  -48.68   29.52    0.00  -19.15 7.093E+01

  10.540 10.972  3.32   14.06  -44.15   28.01    0.00  -16.14  2.003
   8.604  0.913  1.20   15.85  -46.50   27.38    0.00  -19.12 5.507E+01

